Артикул;Ozon Product ID;SKU;Barcode;Контент-рейтинг;Бренд;Метки;Отзывы;Рейтинг;Категория;Тип;Объем товара, л;Объемный вес, кг;Доступно к продаже по схеме FBO, шт.;Зарезервировано, шт;Доступно к продаже по схеме FBS, шт.;Доступно к продаже по схеме realFBS, шт.;Зарезервировано на моих складах, шт;Текущая цена с учетом скидки, ₽;Цена до скидки (перечеркнутая цена), ₽;Цена Premium, ₽;Размер НДС, %
BBB_Clear_1364;86731987;965980470;RND931542043;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;6000.0;11000.0;;0%
FFF_Titanium_2565;35122854;338144082;9,72097E+12;'35;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;5500.0;11000.0;;0%
HHH_Blue_8671;11575539;676392698;RND512937808;'35;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;5500.0;11000.0;;0%
CCC_Titanium_2027;35738540;355227843;7,41844E+12;'35;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;5500.0;11000.0;;0%
AAA_Green_8877;35905708;947347470;5,19215E+12;'35;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;5500.0;11000.0;;0%
EEE_Black_2283;42373022;316099228;1,77793E+12;'35;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;5500.0;11000.0;;0%
EEE_Purple_7709;79336129;154624750;3,84931E+12;'35;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;5500.0;11000.0;;0%
FFF_Green_5531;82500306;473265250;9,76734E+12;'35;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;5500.0;11000.0;;0%
AAA_Titanium_9034;71947674;333181659;3,01784E+12;'35;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;5500.0;11000.0;;0%
EEE_Black_4149;86205843;198847024;RND657031579;'35;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;5500.0;11000.0;;0%
BBB_Titanium_6310;34657339;189856556;1,60694E+12;'35;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;5500.0;11000.0;;0%
EEE_Purple_6689;43049959;754337627;5,23316E+12;'35;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;5500.0;11000.0;;0%
FFF_White_7199;35214367;649406307;6,18373E+12;'40;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;9990.0;14990.0;;0%
FFF_Clear_4303;93626225;779619573;4,93755E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;9990.0;14990.0;;0%
FFF_Black_4039;71130502;308166993;7,45959E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;9990.0;14990.0;;0%
