Артикул;Ozon Product ID;SKU;Barcode;Контент-рейтинг;Бренд;Метки;Отзывы;Рейтинг;Категория;Тип;Объем товара, л;Объемный вес, кг;Доступно к продаже по схеме FBO, шт.;Зарезервировано, шт;Доступно к продаже по схеме FBS, шт.;Доступно к продаже по схеме realFBS, шт.;Зарезервировано на моих складах, шт;Текущая цена с учетом скидки, ₽;Цена до скидки (перечеркнутая цена), ₽;Цена Premium, ₽;Размер НДС, %
CCC_Red_5609;20586151;708368051;RND141794768;'45;KEEPHONE;;7;'4.80;Чехлы;Чехол для смартфона;'0.41;'0.1;0;0;0;0;0;6990.0;8990.0;;0%
AAA_Blue_6496;29108949;937766938;6,74719E+12;'70;KEEPHONE;;3;'4.80;Чехлы;Чехол для смартфона;'0.41;'0.1;0;0;0;0;0;6990.0;8990.0;;0%
BBB_Clear_6493;11165756;808218736;6,96561E+12;'70;KEEPHONE;;9;'4.80;Чехлы;Чехол для смартфона;'0.41;'0.1;14;0;10;0;0;6490.0;11990.0;;0%
EEE_Green_1464;82503737;991035433;6,19233E+12;'70;KZDOO;;59;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;10;0;0;3380.0;11990.0;;0%
EEE_Blue_2638;26726668;869378637;RND131859411;'70;KZDOO;;15;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;5;0;0;3180.0;11990.0;;0%
HHH_Black_9412;46536130;723246958;RND145455981;'70;KEEPHONE;;8;'5.00;Чехлы;Чехол для смартфона;'0.60;'0.1;0;0;0;0;0;3690.0;6250.0;;0%
AAA_Blue_3186;57648642;947068628;7,14789E+12;'70;KEEPHONE;;17;'5.00;Чехлы;Чехол для смартфона;'0.60;'0.1;5;0;10;0;0;7380.0;11990.0;;0%
FFF_White_9121;68959314;518330465;RND736442004;'70;KEEPHONE;;8;'5.00;Чехлы;Чехол для смартфона;'0.60;'0.1;10;0;0;0;0;7580.0;11990.0;;0%
FFF_Red_8076;84862533;240470262;6,59636E+12;'70;KEEPHONE;;6;'5.00;Чехлы;Чехол для смартфона;'0.60;'0.1;1;0;0;0;0;7580.0;11990.0;;0%
EEE_Blue_5688;32639679;790770098;8,36397E+12;'70;KEEPHONE;;8;'4.90;Чехлы;Чехол для смартфона;'0.41;'0.1;0;0;0;0;0;6990.0;8990.0;;0%
BBB_Red_7529;51304009;545512520;4,17056E+12;'70;KEEPHONE;;4;'4.90;Чехлы;Чехол для смартфона;'0.41;'0.1;0;0;0;0;0;6990.0;8990.0;;0%
FFF_Blue_7743;33858877;659171938;3,78914E+12;'70;KEEPHONE;;2;'4.90;Чехлы;Чехол для смартфона;'0.41;'0.1;0;0;0;0;0;6990.0;8990.0;;0%
HHH_Black_6985;60361309;973977301;RND156075204;'70;KEEPHONE;;16;'4.90;Чехлы;Чехол для смартфона;'0.41;'0.1;3;0;2;0;1;6490.0;11990.0;;0%
EEE_Blue_5790;43776637;844203983;RND442133580;'45;KZDOO;;16;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;9;0;0;5980.0;11990.0;;0%
AAA_Black_1577;94828431;750607816;6,26389E+12;'70;KZDOO;;21;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;14;0;0;3180.0;11990.0;;0%
AAA_Green_9615;45765450;851064468;RND928088673;'45;KZDOO;;42;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;10;0;10;0;0;3180.0;11990.0;;0%
CCC_Red_9477;90424966;567129774;RND507422409;'70;KZDOO;;15;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;1550.0;2350.0;;0%
FFF_Green_5405;71114241;843515272;RND663720847;'70;KZDOO;;14;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;1550.0;3000.0;;0%
FFF_Pink_7016;82471173;431156607;6,13409E+12;'45;KZDOO;;42;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;80;1;0;0;0;3100.0;11990.0;;0%
EEE_White_5636;50625074;344360070;7,34276E+12;'45;KZDOO;;4;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;10;0;0;5980.0;11990.0;;0%
EEE_Pink_1768;38203618;579259860;8,21528E+12;'45;KZDOO;;3;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;5980.0;11990.0;;0%
BBB_Pink_7897;84867398;826646498;RND696239662;'70;KZDOO;;31;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;2980.0;11990.0;;0%
AAA_Clear_7073;48759312;248033294;6,13204E+12;'70;KZDOO;;21;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;1490.0;2990.0;;0%
GGG_Pink_5430;64327413;984617145;RND418170889;'70;KZDOO;;34;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;10;0;0;3100.0;11990.0;;0%
FFF_Green_9071;97043253;748601222;9,83396E+12;'70;KZDOO;;45;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;9;0;10;0;0;3100.0;11990.0;;0%
GGG_Pink_7446;50164097;338302943;5,40755E+12;'70;KZDOO;;16;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;17;0;10;0;0;2880.0;11990.0;;0%
HHH_Black_9818;10052142;967724450;7,32733E+12;'70;KZDOO;;32;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;2880.0;11990.0;;0%
FFF_White_2721;36128939;647801863;4,416E+12;'70;KZDOO;;17;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;2880.0;11990.0;;0%
FFF_Green_7357;22020509;976763221;1,55284E+12;'70;KZDOO;;25;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;1490.0;2350.0;;0%
CCC_Green_7884;72155725;592725443;4,83472E+12;'45;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;9;0;0;0;0;5648.0;11990.0;;0%
AAA_Purple_3107;29166875;949976260;RND105080264;'45;KZDOO;;2;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;0;0;0;5180.0;11990.0;;0%
HHH_Green_2539;24115955;812495654;RND273677353;'45;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;5180.0;11990.0;;0%
CCC_Green_8093;93597618;562142140;RND102988468;'45;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;5648.0;11990.0;;0%
DDD_Titanium_8491;73366984;485672027;RND921335018;'45;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;5648.0;11990.0;;0%
GGG_Pink_4591;18156492;933846547;RND120700965;'70;KZDOO;;22;'4.70;Чехлы;Чехол для смартфона;'1.47;'0.3;10;0;10;0;0;5980.0;11990.0;;0%
EEE_Red_8950;82438067;236883873;RND361953653;'70;KZDOO;;13;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;10;0;0;5980.0;11990.0;;0%
DDD_Blue_3167;99235800;452176744;4,0686E+12;'70;KZDOO;;0;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;5980.0;11990.0;;0%
BBB_Blue_5229;65461995;295819165;6,81275E+12;'70;KZDOO;;6;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;10;0;0;5980.0;11990.0;;0%
BBB_Purple_6571;44760063;965942402;9,02329E+12;'70;KZDOO;;5;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;18;0;10;0;0;5980.0;11990.0;;0%
HHH_Blue_6459;92519435;868000837;RND706884991;'70;KZDOO;;7;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;5980.0;11990.0;;0%
EEE_Titanium_6804;36225094;253906013;2,41561E+12;'70;KZDOO;;7;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;13;0;0;0;0;5980.0;11990.0;;0%
AAA_Pink_3843;64705344;652098538;5,91214E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;0;0;0;6638.0;11990.0;;0%
BBB_Black_5404;22843017;785906872;RND149193681;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;0;0;0;6090.0;11990.0;;0%
GGG_Purple_2856;35690160;785292182;9,45705E+12;'70;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;10;0;0;0;0;5648.0;11990.0;;0%
GGG_Red_6138;72357603;336561684;RND129499599;'70;KZDOO;;1;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;5180.0;11990.0;;0%
GGG_Black_5508;87709977;475692601;6,28892E+12;'70;KZDOO;;2;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;5648.0;11990.0;;0%
CCC_Red_5961;86754449;809182995;RND247719692;'45;KZDOO;;3;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;5648.0;11990.0;;0%
AAA_Purple_3038;33191023;651262113;7,60124E+12;'70;KZDOO;;3;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;4;1;0;0;0;5180.0;11990.0;;0%
EEE_Black_5621;11723919;864156168;8,03661E+12;'70;KZDOO;;11;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;3180.0;11990.0;;0%
CCC_Blue_1631;37316597;118876525;RND687282037;'70;KZDOO;;10;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;3180.0;11990.0;;0%
HHH_Titanium_5754;15528480;273626782;9,58327E+12;'70;KZDOO;;16;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;10;0;0;3100.0;11990.0;;0%
EEE_Pink_1140;60654307;884819204;5,11044E+12;'70;KZDOO;;28;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;10;0;0;3100.0;11990.0;;0%
HHH_Green_7454;95861697;187798288;RND222342785;'70;KZDOO;;2;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;2980.0;11990.0;;0%
BBB_Clear_5799;79145863;682112816;RND676048474;'70;KZDOO;;8;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;10;0;0;2980.0;11990.0;;0%
HHH_Purple_1302;62448369;392436091;7,48286E+12;'70;KZDOO;;7;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;2980.0;11990.0;;0%
GGG_Titanium_7570;25273810;179393254;RND504343738;'70;KZDOO;;13;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;2980.0;11990.0;;0%
GGG_Black_9644;56908719;100827260;RND496030548;'45;KZDOO;;2;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;5980.0;11990.0;;0%
CCC_Black_9622;99973635;131197966;7,87434E+12;'45;KZDOO;;2;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;5980.0;11990.0;;0%
HHH_Blue_5098;68446959;141244992;6,67453E+12;'45;KZDOO;;1;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;5980.0;11990.0;;0%
FFF_Black_2193;38609788;507437115;RND776766274;'45;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;5;0;0;5980.0;11990.0;;0%
AAA_Purple_3049;39196346;670324375;RND616832255;'45;KZDOO;;1;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;5980.0;11990.0;;0%
GGG_White_9632;41865954;738006722;RND134867601;'45;KZDOO;;7;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;5980.0;11990.0;;0%
DDD_Titanium_4062;64474460;781401704;RND989338021;'45;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;6520.0;11990.0;;0%
BBB_Pink_5147;13739750;288395712;6,23849E+12;'70;KZDOO;;3;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;6090.0;11990.0;;0%
GGG_Pink_4100;59404266;309760184;RND430041718;'70;KZDOO;;1;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;6090.0;11990.0;;0%
AAA_Pink_5462;13393820;866066762;8,54302E+12;'70;KZDOO;;1;'4.30;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;5180.0;11990.0;;0%
FFF_Clear_9409;59917650;297677257;8,66981E+12;'70;KZDOO;;1;'4.30;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;5648.0;11990.0;;0%
EEE_Purple_5001;10060494;490710028;RND633247025;'70;KZDOO;;1;'4.30;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;5180.0;11990.0;;0%
BBB_White_5235;29540923;119996015;1,46318E+12;'70;KZDOO;;0;'4.30;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;5180.0;11990.0;;0%
EEE_Black_2767;84503528;819990836;1,84994E+12;'70;KZDOO;;1;'4.30;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;5648.0;11990.0;;0%
HHH_White_4628;10425403;145172414;RND279259573;'70;KEEPHONE;;8;'4.80;Чехлы;Чехол для смартфона;'0.38;'0.1;0;0;0;0;0;3500.0;5290.0;;0%
FFF_Blue_2457;47344384;388986950;2,14266E+12;'70;KZDOO;;5;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;3980.0;11990.0;;0%
AAA_Clear_6277;52308782;415309425;3,17914E+12;'70;KZDOO;;17;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;10;0;0;3980.0;11990.0;;0%
GGG_Pink_9388;64330327;805815605;8,46427E+12;'77.5;KZDOO;;75;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;7;0;0;3100.0;11990.0;;0%
CCC_Green_5247;67734976;500952503;RND751891771;'77.5;KZDOO;;190;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;169;2;10;0;0;4980.0;11990.0;;0%
HHH_Red_3578;57636631;371413097;RND857487409;'77.5;KZDOO;;12;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;9;0;8;0;0;3100.0;11990.0;;0%
HHH_Titanium_3434;39535140;406556062;7,38832E+12;'77.5;KZDOO;;17;'4.80;Чехлы;Чехол для смартфона;'1.65;'0.3;13;0;10;0;0;3100.0;11990.0;;0%
GGG_Red_9072;77137463;153028936;RND420567953;'77.5;KZDOO;;24;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;1550.0;11990.0;;0%
GGG_Purple_4715;20762733;897363443;3,37883E+12;'77.5;KZDOO;;0;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;1550.0;2090.0;;0%
AAA_Red_8375;35024002;140053003;9,0378E+12;'77.5;KZDOO;;13;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;18;0;10;0;0;3100.0;11990.0;;0%
HHH_Red_4684;64149265;196008549;RND958676711;'77.5;KZDOO;;44;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;30;0;9;0;1;4980.0;11990.0;;0%
GGG_White_2841;31302298;554322462;RND649044581;'77.5;KZDOO;;173;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;111;1;7;0;0;4980.0;11990.0;;0%
AAA_Pink_4930;40968458;240898283;8,92066E+12;'77.5;KZDOO;;17;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;12;0;10;0;0;4980.0;11990.0;;0%
CCC_Blue_6685;69940113;312226744;RND181223799;'77.5;KZDOO;;10;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;9;0;4;0;0;4980.0;11990.0;;0%
FFF_Blue_9107;30465096;974876520;2,38787E+12;'77.5;KZDOO;;29;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;12;0;10;0;0;4980.0;11990.0;;0%
BBB_Black_7214;66208240;313077434;8,24765E+12;'77.5;KZDOO;;3;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;10;0;0;4980.0;11990.0;;0%
EEE_Clear_4786;64670295;186914559;1,62548E+12;'77.5;KZDOO;;5;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;17;0;9;0;1;4980.0;11990.0;;0%
HHH_Pink_7833;99733880;618948082;RND103397865;'82.5;KZDOO;;4;'4.50;Чехлы;Чехол для смартфона;'0.36;'0.1;13;0;10;0;0;2980.0;11990.0;;0%
CCC_Titanium_4186;98669896;384275567;3,70504E+12;'82.5;KZDOO;;4;'4.50;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;10;0;0;2980.0;11990.0;;0%
DDD_Clear_5853;28647941;191644856;4,72997E+12;'77.5;KZDOO;;59;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;1390.0;2290.0;;0%
HHH_Pink_9568;96094802;508786539;RND194095095;'77.5;KZDOO;;33;'4.90;Чехлы;Чехол для смартфона;'1.50;'0.3;0;0;0;0;0;1390.0;2290.0;;0%
BBB_Pink_8845;98423853;528176987;RND858273255;'45;KZDOO;;24;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;10;0;9;0;0;5300.0;11990.0;;0%
GGG_Pink_4187;27685318;686987865;5,95653E+12;'70;KZDOO;;5;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;11;0;0;0;0;5300.0;11990.0;;0%
BBB_Pink_3494;92488093;217019860;RND276264591;'45;KZDOO;;16;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;10;0;0;5300.0;11990.0;;0%
GGG_Clear_3373;20317055;627640709;5,16346E+12;'70;KZDOO;;4;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;7;0;0;0;0;5300.0;11990.0;;0%
DDD_Clear_6069;89899082;741066425;RND696117513;'77.5;KZDOO;;26;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;10;0;0;7828.0;11990.0;;0%
CCC_Green_2906;53363052;400831998;RND850174596;'77.5;KZDOO;;11;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;7;0;10;0;0;7180.0;11990.0;;0%
BBB_Purple_1974;34074510;849702670;RND423407410;'77.5;KZDOO;;5;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;10;0;0;7180.0;11990.0;;0%
HHH_White_7627;42673199;499439009;RND836035113;'77.5;KZDOO;;14;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;12;0;5;0;0;7180.0;11990.0;;0%
HHH_Black_8961;56270048;538920076;RND691205001;'77.5;KZDOO;;9;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;10;0;0;7180.0;11990.0;;0%
EEE_White_2211;81011891;591082240;RND549666729;'77.5;KZDOO;;24;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;4;0;0;7180.0;11990.0;;0%
FFF_Green_6760;89466257;135940629;RND208245530;'77.5;KZDOO;;36;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;9;0;0;7828.0;11990.0;;0%
EEE_Pink_1004;26479913;359657624;1,72359E+12;'77.5;KZDOO;;15;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;9;0;0;7180.0;11990.0;;0%
EEE_Titanium_3814;56607737;894643510;5,04217E+12;'77.5;KZDOO;;5;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;10;0;0;7180.0;11990.0;;0%
AAA_Green_4817;76161009;556499656;RND422243315;'45;KEEPHONE;;0;'0.00;Чехлы;Чехол для смартфона;'0.41;'0.1;2;0;10;0;0;6190.0;11990.0;;0%
AAA_Titanium_4017;98454420;319902298;9,21776E+12;'77.5;KZDOO;;6;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;7180.0;11990.0;;0%
AAA_Pink_7909;78752940;647371702;RND504416387;'77.5;KZDOO;;2;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;4;0;0;7180.0;11990.0;;0%
BBB_Green_4107;79748321;664431353;RND301112734;'77.5;KZDOO;;21;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;7180.0;11990.0;;0%
FFF_Red_8901;98799862;879718423;RND151150324;'70;KZDOO;;5;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;8;0;5;0;0;11100.0;11990.0;;0%
HHH_Pink_8971;23429358;522856019;RND320076005;'70;KZDOO;;1;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;11100.0;11990.0;;0%
BBB_Green_2236;78108555;286493796;RND658353620;'70;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;6050.0;11990.0;;0%
DDD_White_4441;88091297;158070066;RND756586487;'70;KZDOO;;1;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;11100.0;11990.0;;0%
BBB_Black_4989;61473853;373777507;6,62916E+12;'70;KZDOO;;2;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;6050.0;11990.0;;0%
CCC_Red_6375;28525798;590405696;RND760597923;'45;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;6050.0;11990.0;;0%
HHH_White_8297;81535584;616767554;RND368660428;'70;KZDOO;;6;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;15;0;10;0;0;11100.0;11990.0;;0%
CCC_Clear_2105;86273828;714017592;4,67719E+12;'70;KZDOO;;6;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;10;0;5;0;0;11100.0;11990.0;;0%
GGG_Clear_5759;54836345;714539392;RND690007119;'70;KZDOO;;1;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;11100.0;11990.0;;0%
DDD_Clear_9288;51313051;291178409;RND350601241;'70;KZDOO;;2;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;10;0;0;11100.0;11990.0;;0%
GGG_Green_8861;57054724;544487077;RND541647118;'70;KZDOO;;1;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;11100.0;11990.0;;0%
DDD_Purple_3766;21200354;639048245;RND589861528;'52.5;KZDOO;;27;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;3;0;2;5990.0;11990.0;;0%
HHH_Blue_4428;14926551;958016246;RND363605680;'77.5;KZDOO;;4;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;5990.0;11990.0;;0%
HHH_Clear_2252;65489961;213294680;7,59752E+12;'77.5;KZDOO;;30;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;38;0;10;0;0;6420.0;11990.0;;0%
DDD_Black_4197;36763385;940373743;9,12015E+12;'77.5;KZDOO;;5;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;5990.0;11990.0;;0%
HHH_Purple_4677;34469882;587714211;6,33186E+12;'70;KEEPHONE;;3;'5.00;Чехлы;Чехол для смартфона;'0.38;'0.1;0;0;0;0;0;2450.0;3990.0;;0%
DDD_Green_2659;16975545;243766088;7,44835E+12;'70;KEEPHONE;;0;'0.00;Чехлы;Чехол для смартфона;'0.38;'0.1;10;0;0;0;0;4900.0;11990.0;;0%
DDD_Red_2976;93760761;796473698;3,01619E+12;'77.5;KZDOO;;9;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;9;0;0;4980.0;11990.0;;0%
EEE_Green_2359;84491869;204134315;6,09022E+12;'77.5;KZDOO;;10;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;10;0;1;3100.0;11990.0;;0%
FFF_Titanium_2399;36659027;188541825;RND296132191;'70;KZDOO;;3;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;5300.0;11990.0;;0%
FFF_Clear_6174;83975242;408922635;RND373043641;'70;KZDOO;;8;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;9;0;0;0;0;5778.0;11990.0;;0%
DDD_White_1350;88973076;417217376;RND616401426;'70;KZDOO;;12;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;20;0;10;0;0;5866.0;11990.0;;0%
DDD_Blue_1722;41413237;522011364;RND571660297;'77.5;KZDOO;;5;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;7180.0;11990.0;;0%
FFF_Blue_7389;29055787;626211733;3,81302E+12;'77.5;KZDOO;;2;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;3;0;0;7180.0;11990.0;;0%
HHH_Green_6528;91756950;923288451;RND408510224;'77.5;KZDOO;;2;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;7180.0;11990.0;;0%
GGG_Blue_2762;22599508;182554506;RND644740968;'77.5;KZDOO;;2;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;7180.0;11990.0;;0%
BBB_Pink_9156;21673576;647427199;5,41238E+12;'70;KZDOO;;3;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;0;0;0;11100.0;11990.0;;0%
BBB_Pink_3387;69857947;872890511;4,11052E+12;'70;KZDOO;;1;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;0;0;0;11100.0;11990.0;;0%
AAA_White_7977;78143684;519614881;RND227142150;'70;KZDOO;;2;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;5;0;0;3100.0;11990.0;;0%
FFF_Clear_7187;91197986;830794979;RND879536174;'70;KZDOO;;2;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;3100.0;11990.0;;0%
BBB_Titanium_9028;24666903;144486199;7,63066E+12;'70;KZDOO;;1;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;5;0;0;3380.0;11990.0;;0%
CCC_Titanium_1713;80091756;568564579;RND119409689;'70;KZDOO;;19;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;3100.0;11990.0;;0%
FFF_White_2354;98761418;550370025;RND867158924;'77.5;KZDOO;;0;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;5;0;0;3380.0;11990.0;;0%
AAA_Blue_2952;85674888;201341010;6,02628E+12;'77.5;KZDOO;;2;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;1550.0;2490.0;;0%
FFF_Clear_1236;57862472;150424076;7,34302E+12;'77.5;KZDOO;;16;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;8;0;10;0;0;3100.0;11990.0;;0%
FFF_Red_4364;29302655;354888526;RND899698072;'77.5;KZDOO;;11;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;12;0;15;0;0;3100.0;11990.0;;0%
EEE_Titanium_5854;33871669;212051630;5,96399E+12;'77.5;KZDOO;;13;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;10;0;0;4980.0;11990.0;;0%
GGG_Blue_8476;62735344;283951361;RND108279204;'82.5;KZDOO;;4;'4.50;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;2980.0;11990.0;;0%
HHH_Green_1488;66638917;236034747;RND239730221;'70;KZDOO;;9;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;9;0;0;2780.0;11990.0;;0%
