Артикул;Ozon Product ID;SKU;Barcode;Название товара;Контент-рейтинг;Бренд;Статус товара;Метки;Отзывы;Рейтинг;Видимость на Ozon;Причины скрытия;Дата создания;Категория;Тип;Объем товара, л;Объемный вес, кг;Доступно к продаже по схеме FBO, шт.;Зарезервировано, шт;Доступно к продаже по схеме FBS, шт.;Доступно к продаже по схеме realFBS, шт.;Зарезервировано на моих складах, шт;Текущая цена с учетом скидки, ₽;Цена до скидки (перечеркнутая цена), ₽;Цена Premium, ₽;Размер НДС, %
Cable_Purple_1195;29446076;410492685;RND245032064;Элемент питания CR2032 Renata, батарейка Рената CR2032;'72.5;Renata;Продается;;23;'4.90;Показывается;;06.04.2023 15:29;Батарейки и аккумуляторы;Батарейка;'0.19;'0.1;0;0;85;0;0;720.0;2900.0;;0%
Accessory_Blue_8683;11388408;131728874;RND637835595;Элемент питания CR2032 Renata 2шт, батарейка Рената CR2032 2шт;'72.5;Renata;Продается;;31;'4.90;Показывается;;06.04.2023 15:46;Батарейки и аккумуляторы;Батарейка;'0.04;'0.1;0;0;25;0;1;1080.0;4900.0;;0%
Adapter_Green_2774;58330780;891200093;RND599586272;Элемент питания CR2032 Varta, батарейка Варта CR2032;'72.5;Varta;Продается;;35;'4.80;Показывается;;07.04.2023 16:06;Батарейки и аккумуляторы;Батарейка;'0.04;'0.1;0;0;61;0;1;700.0;2900.0;;0%
Protector_Green_4078;84895764;155449556;RND194055653;Элемент питания CR2032 Varta, батарейка Варта CR2032 2шт;'72.5;Varta;Продается;;34;'4.80;Показывается;;07.04.2023 16:20;Батарейки и аккумуляторы;Батарейка;'0.04;'0.1;0;0;53;0;0;640.0;900.0;;0%
Glass_Blue_6203;76758127;501666095;7802957453963;Элемент питания CR2025 Varta, батарейка Варта CR2025 2шт;'65;Varta;Продается;;9;'4.80;Показывается;;08.04.2023 15:14;Батарейки и аккумуляторы;Батарейка;'0.04;'0.1;0;0;98;0;0;1200.0;4900.0;;0%
Protector_Clear_4605;81702231;489053260;5007162511353;Кожаный чехол для iPhone 14 Pro Max с MagSafe KZDOO Mag Noble Collection, фиотлетовый чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;31;'4.90;Показывается;;11.04.2023 10:35;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;15;0;0;7380.0;11990.0;;0%
Case_Pink_2968;34957796;635752512;RND589439831;Кожаный чехол для iPhone 14 Pro Max с MagSafe KZDOO Mag Noble Collection, темно-синий чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;8;'4.90;Показывается;;11.04.2023 11:11;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;14;0;0;7380.0;11990.0;;0%
Protector_Purple_7935;54334894;505675567;8255080847901;Кожаный чехол для iPhone 14 Pro Max с MagSafe KZDOO Mag Noble Collection, черный чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;32;'4.90;Показывается;;11.04.2023 12:41;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;10;0;0;7500.0;11990.0;;0%
Adapter_White_5353;21642306;985841367;RND544842655;Кожаный чехол для iPhone 14 Pro с MagSafe KZDOO Mag Noble Collection, темно-синий чехол для Айфон 14 Про;'77.5;KZDOO;Продается;;3;'5.00;Показывается;;11.04.2023 13:38;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;7300.0;11990.0;;0%
Cable_White_3455;76742136;873422003;RND133864340;Кожаный чехол для iPhone 14 Pro с MagSafe KZDOO Mag Noble Collection, черный чехол для Айфон 14 Про;'77.5;KZDOO;Готов к продаже;;23;'5.00;Показывается;;11.04.2023 13:38;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;7300.0;11990.0;;0%
Case_White_8716;86287542;688175163;5141299719889;Кожаный чехол для iPhone 14 Pro с MagSafe KZDOO Mag Noble Collection, фиолетовый чехол для Айфон 14 Про;'77.5;KZDOO;Продается;;21;'5.00;Показывается;;11.04.2023 13:38;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;10;0;0;7300.0;11990.0;;0%
Accessory_Green_3810;68104351;944648468;RND141529584;Кожаный чехол для iPhone 14 Pro Max с MagSafe KZDOO Mag Noble Collection, зеленый чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;9;'4.90;Показывается;;14.04.2023 12:10;Чехлы;Чехол для смартфона;'0.36;'0.1;7;0;0;0;0;7380.0;11990.0;;0%
Accessory_Purple_4591;28002807;387605466;8058254707101;Кожаный чехол для iPhone 14 Pro Max с MagSafe KZDOO Mag Noble Collection, красный чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;7;'4.90;Показывается;;14.04.2023 12:49;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;3;0;0;7380.0;11990.0;;0%
Battery_White_6462;86961519;739935138;RND421588635;Кожаный чехол для iPhone 14 Pro Max с MagSafe KZDOO Mag Noble Collection, коричневый чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;11;'4.90;Показывается;;14.04.2023 16:03;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;5;0;0;7380.0;11990.0;;0%
Battery_Red_8974;34049820;466364621;RND959390477;Кожаный чехол для iPhone 14 Pro Max с MagSafe KZDOO Mag Noble Collection, белый чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;21;'4.90;Показывается;;14.04.2023 16:16;Чехлы;Чехол для смартфона;'0.36;'0.1;7;0;15;0;0;7380.0;11990.0;;0%
Accessory_Red_6911;92427659;349594545;RND736581052;Кожаный чехол для iPhone 14 Pro с MagSafe KZDOO Mag Noble Collection, красный чехол для Айфон 14 Про;'77.5;KZDOO;Продается;;9;'5.00;Показывается;;14.04.2023 16:49;Чехлы;Чехол для смартфона;'0.36;'0.1;12;0;10;0;0;7300.0;11990.0;;0%
Cable_Black_6882;23718170;315117001;RND133105608;Кожаный чехол для iPhone 14 Pro с MagSafe KZDOO Mag Noble Collection, коричневый чехол для Айфон 14 Про;'77.5;KZDOO;Продается;;9;'5.00;Показывается;;15.04.2023 11:11;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;7300.0;11990.0;;0%
Battery_Purple_9196;95356330;310582281;7326346296883;Кожаный чехол для iPhone 14 Pro с MagSafe KZDOO Mag Noble Collection, зеленый чехол для Айфон 14 Про;'77.5;KZDOO;Продается;;6;'5.00;Показывается;;15.04.2023 11:30;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;7300.0;11990.0;;0%
Adapter_Blue_6045;25574157;683646806;3961042092952;Кожаный чехол для iPhone 14 Pro с MagSafe KZDOO Mag Noble Collection, белый чехол для Айфон 14 Про;'77.5;KZDOO;Продается;;7;'5.00;Показывается;;15.04.2023 11:48;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;10;0;0;7300.0;11990.0;;0%
Accessory_Red_8590;12912332;883915019;RND503260636;Кожаный чехол для iPhone 13 Pro Max с MagSafe K-DOO Mag Noble Collection, черный чехол для Айфон 13 Про Макс;'52.5;K-DOO;Продается;;6;'4.50;Показывается;;15.04.2023 16:10;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;0;0;0;7380.0;11990.0;;0%
Cable_Black_5442;33647175;890942576;8770888781844;Кожаный чехол для iPhone 13 Pro Max с MagSafe K-DOO Mag Noble Collection, зеленый чехол для Айфон 13 Про Макс;'77.5;K-DOO;Продается;;2;'4.50;Показывается;;16.04.2023 9:59;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;7380.0;11990.0;;0%
Cover_Red_1643;99501687;186430039;9820120915488;Кожаный чехол для iPhone 13 Pro Max с MagSafe K-DOO Mag Noble Collection, красный чехол для Айфон 13 Про Макс;'77.5;K-DOO;Продается;;2;'4.50;Показывается;;16.04.2023 9:59;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;7380.0;11990.0;;0%
Cover_Blue_3075;99860936;786765272;RND806035508;Кожаный чехол для iPhone 13 Pro Max с MagSafe K-DOO Mag Noble Collection, голубой чехол для Айфон 13 Про Макс;'77.5;K-DOO;Продается;;2;'4.50;Показывается;;16.04.2023 9:59;Чехлы;Чехол для смартфона;'0.36;'0.1;8;0;0;0;0;7380.0;11990.0;;0%
Cable_Clear_2443;30612106;476677211;4203020217077;Кожаный чехол для iPhone 13 Pro Max с MagSafe K-DOO Mag Noble Collection, темно-синий чехол для Айфон 13 Про Макс;'52.5;K-DOO;Продается;;4;'4.50;Показывается;;16.04.2023 9:59;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;7980.0;11990.0;;0%
Battery_Pink_8963;51662870;219906049;9667155710296;Кожаный чехол для iPhone 13 Pro с MagSafe K-DOO Mag Noble Collection, темно-синий чехол для Айфон 13 Про;'77.5;K-DOO;Продается;;16;'4.70;Показывается;;16.04.2023 11:00;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;0;0;0;7180.0;11990.0;;0%
Glass_Clear_7723;45031869;400081344;3636257418340;Кожаный чехол для iPhone 13 Pro с MagSafe K-DOO Mag Noble Collection, зеленый чехол для Айфон 13 Про;'77.5;K-DOO;Продается;;14;'4.70;Показывается;;16.04.2023 11:00;Чехлы;Чехол для смартфона;'0.36;'0.1;11;0;5;0;0;7828.0;11990.0;;0%
Case_Pink_2386;51713526;739743288;3280216492874;Кожаный чехол для iPhone 13 Pro с MagSafe K-DOO Mag Noble Collection, голубой чехол для Айфон 13 Про;'77.5;K-DOO;Продается;;12;'4.70;Показывается;;16.04.2023 11:00;Чехлы;Чехол для смартфона;'0.36;'0.1;8;0;0;0;0;7828.0;11990.0;;0%
Case_Black_1457;51937789;604199815;RND731493179;Кожаный чехол для iPhone 13 Pro с MagSafe K-DOO Mag Noble Collection, черный чехол для Айфон 13 Про;'77.5;K-DOO;Продается;;26;'4.70;Показывается;;16.04.2023 11:00;Чехлы;Чехол для смартфона;'0.36;'0.1;8;0;3;0;0;7300.0;11990.0;;0%
Glass_Titanium_9224;66708303;136277090;6625850231573;Кожаный чехол для iPhone 13 Pro с MagSafe K-DOO Mag Noble Collection, красный чехол для Айфон 13 Про;'77.5;K-DOO;Продается;;0;'4.70;Показывается;;16.04.2023 11:00;Чехлы;Чехол для смартфона;'0.36;'0.1;10;0;0;0;0;7180.0;11990.0;;0%
Cable_Green_6071;40605442;520163438;7180336578402;Аккумуляторы Robiton 16340 (RCR123) Li-Ion 550 мАч 3.0В с защитой (2 шт);'62.5;Robiton;Продается;;57;'4.90;Показывается;;24.04.2023 8:34;Батарейки и аккумуляторы;Аккумуляторная батарейка;'0.02;'0.1;48;0;100;0;0;4200.0;11990.0;;0%
Cable_Pink_7310;76563157;489656389;9554290582857;Элемент питания (батарейка) Panasonic CR1616 2шт;'65;Panasonic;Не продается;;102;'0.00;Скрыт;Отсутствуют документы на бренд;02.05.2023 14:44;Батарейки и аккумуляторы;Батарейка;'0.01;'0.1;0;0;0;0;0;420.0;990.0;;0%
Glass_Blue_7490;55027377;261700580;3477349956028;Чехол для iPhone 13 Pro с Mag Safe Keephone Alloy, черный противоударный чехол для Айфон 13 Про;'77.5;KEEPHONE;Готов к продаже;;49;'3.50;Показывается;;13.05.2023 13:25;Чехлы;Чехол для смартфона;'0.39;'0.1;0;0;0;0;0;2850.0;3990.0;;0%
Cover_Red_2809;23693135;527355545;5041561117537;Чехол для iPhone 13 Pro с Mag Safe Keephone Mago Pro, синий противоударный чехол для Айфон 13 Про;'52.5;KEEPHONE;Готов к продаже;;1;'0.00;Показывается;;13.05.2023 13:56;Чехлы;Чехол для смартфона;'0.28;'0.1;0;0;0;0;0;5180.0;11990.0;;0%
Cover_White_3896;98710647;263434520;RND990860035;Чехол для iPhone 13 Pro с Mag Safe Keephone Mago Pro, фиолетовый противоударный чехол для Айфон 13 Про;'77.5;KEEPHONE;Готов к продаже;;2;'0.00;Показывается;;13.05.2023 13:56;Чехлы;Чехол для смартфона;'0.28;'0.1;0;0;0;0;0;2590.0;3390.0;;0%
Glass_Blue_9485;31422908;893201345;1330085227129;Чехол для iPhone 14 Pro с подставкой и Mag Safe Keephone Magico , черный противоударный чехол для Айфон 14 Про;'70;KEEPHONE;Готов к продаже;;20;'4.90;Показывается;;13.05.2023 15:37;Чехлы;Чехол для смартфона;'0.28;'0.1;0;0;0;0;0;3100.0;3990.0;;0%
Glass_Purple_5130;26537631;766139350;3027828928248;Чехол для iPhone 14 Pro с подставкой и MagSafe Keephone Magico, прозрачный противоударный чехол для Айфон 14 Про;'77.5;KEEPHONE;Продается;;4;'4.90;Показывается;;13.05.2023 15:37;Чехлы;Чехол для смартфона;'0.28;'0.1;1;0;0;0;0;5980.0;11990.0;;0%
Glass_Black_8606;18580217;645663558;RND984238648;Чехол для iPhone 14 Pro с подставкой и MagSafe Keephone Magico, фиолетовый противоударный чехол для Айфон 14 Про;'77.5;KEEPHONE;Готов к продаже;;16;'4.90;Показывается;;13.05.2023 15:37;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;3100.0;3990.0;;0%
Cable_Purple_3701;52885886;397970201;RND304573979;Чехол для iPhone 14 Pro с Mag Safe Keephone Mago Pro, фиолетовый противоударный чехол для Айфон 14 Про;'77.5;KEEPHONE;Продается;;22;'4.90;Показывается;;13.05.2023 16:08;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;2990.0;3990.0;;0%
Protector_Red_4563;76083288;523495751;1445006146085;Чехол для iPhone 14 Pro с Mag Safe Keephone Mago Pro, черный противоударный чехол для Айфон 14 Про;'77.5;KEEPHONE;Готов к продаже;;52;'4.90;Показывается;;13.05.2023 16:08;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;2990.0;3990.0;;0%
Cover_Blue_1986;83172553;789931329;2423795490411;Чехол для iPhone 14 Pro с Mag Safe Keephone Mago Pro, синий противоударный чехол для Айфон 14 Про;'77.5;KEEPHONE;Продается;;1;'4.90;Показывается;;13.05.2023 16:08;Чехлы;Чехол для смартфона;'0.28;'0.1;1;0;0;0;0;5980.0;11990.0;;0%
Glass_Blue_9750;68590162;706067245;RND773969208;Чехол для iPhone 14 с Mag Safe Keephone Non-Yellowing, прозрачный противоударный чехол для Айфон 14;'70;KEEPHONE;Готов к продаже;;13;'5.00;Показывается;;14.05.2023 14:02;Чехлы;Чехол для смартфона;'0.38;'0.1;0;0;0;0;0;2050.0;3990.0;;0%
Adapter_Blue_3427;10585213;992914684;RND656343202;Чехол для iPhone 14 KZDOO (K-DOO) Guardian, противоударный чехол для Айфон 14;'45;KZDOO;Продается;;2;'4.20;Показывается;;14.05.2023 14:44;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;10;0;0;3500.0;11990.0;;0%
Cable_Blue_6923;59698845;681067740;RND618514602;Чехол для iPhone 14 KZDOO (K-DOO) Guardian, прозрачный противоударный чехол для Айфон 14;'70;KZDOO;Продается;;4;'4.20;Показывается;;14.05.2023 14:44;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;3500.0;11990.0;;0%
Battery_Purple_2153;38636747;882715508;8564921557265;Чехол для iPhone 14 KZDOO (K-DOO) Guardian, фиолетовый противоударный чехол для Айфон 14;'70;KZDOO;Продается;;5;'4.20;Показывается;;14.05.2023 14:44;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;3500.0;11990.0;;0%
Protector_Green_5405;61778545;325570386;RND864676172;Чехол для iPhone 14 с Mag Safe Keephone Alloy, фиолетовый противоударный чехол для Айфон 14;'70;KEEPHONE;Готов к продаже;;11;'4.90;Показывается;;14.05.2023 16:03;Чехлы;Чехол для смартфона;'0.28;'0.1;0;0;0;0;0;2600.0;3990.0;;0%
Protector_Green_9855;42328552;608565055;4287776104942;Чехол для iPhone 14 с Mag Safe Keephone Alloy, синий противоударный чехол для Айфон 14;'70;KEEPHONE;Продается;;9;'4.90;Показывается;;14.05.2023 16:03;Чехлы;Чехол для смартфона;'0.28;'0.1;1;0;0;0;0;5200.0;11990.0;;0%
Battery_Red_3165;93582678;486833727;RND710654521;Чехол для iPhone 14 с MagSafe Keephone Alloy, зеленый противоударный чехол для Айфон 14;'70;KEEPHONE;Продается;;4;'4.90;Показывается;;14.05.2023 16:03;Чехлы;Чехол для смартфона;'0.28;'0.1;4;0;0;0;0;5200.0;11990.0;;0%
Protector_Pink_9734;21339297;978624143;RND441177987;Чехол для iPhone 14 с Mag Safe Keephone Alloy, черный противоударный чехол для Айфон 14;'70;KEEPHONE;Готов к продаже;;22;'4.90;Показывается;;14.05.2023 16:03;Чехлы;Чехол для смартфона;'0.28;'0.1;0;0;0;0;0;2600.0;3990.0;;0%
Cover_Red_9926;44979719;910911871;RND335375652;Кожаный чехол для iPhone 14 KZDOO Noble Collection, синий чехол для Айфон 14;'70;KZDOO;Продается;;8;'4.90;Показывается;;15.05.2023 11:58;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;5;0;0;5580.0;11990.0;;0%
Cover_Black_1874;76992081;986836228;5721765241403;Кожаный чехол для iPhone 14 KZDOO Noble Collection, зеленый чехол для Айфон 14;'70;KZDOO;Продается;;3;'4.90;Показывается;;15.05.2023 11:58;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;5580.0;11990.0;;0%
Cable_Blue_1952;73831705;767131388;RND182322657;Кожаный чехол для iPhone 14 KZDOO Noble Collection, белый чехол для Айфон 14;'70;KZDOO;Продается;;2;'4.90;Показывается;;15.05.2023 11:58;Чехлы;Чехол для смартфона;'0.36;'0.1;8;0;0;0;0;5580.0;11990.0;;0%
Case_Titanium_8132;15872684;930484007;4893707691656;Кожаный чехол для iPhone 14 KZDOO Noble Collection, желтый чехол для Айфон 14;'70;KZDOO;Продается;;3;'4.90;Показывается;;15.05.2023 11:58;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;5580.0;11990.0;;0%
Accessory_Clear_3049;10184329;637305355;3795468875191;Кожаный чехол для iPhone 14 KZDOO Noble Collection, коричневый чехол для Айфон 14;'70;KZDOO;Готов к продаже;;6;'4.90;Показывается;;15.05.2023 11:58;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;2790.0;3990.0;;0%
Cover_White_3360;91672485;115441931;RND973697445;Кожаный чехол для iPhone 14 KZDOO Noble Collection, оранжевый чехол для Айфон 14;'70;KZDOO;Готов к продаже;;4;'4.90;Показывается;;15.05.2023 11:58;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;2790.0;3990.0;;0%
Battery_Red_6207;65859857;588233683;5579071909377;Кожаный чехол для iPhone 14 KZDOO Noble Collection, розовый чехол для Айфон 14;'45;KZDOO;Продается;;2;'4.90;Показывается;;15.05.2023 11:58;Чехлы;Чехол для смартфона;'0.36;'0.1;8;0;0;0;0;5580.0;11990.0;;0%
Cable_Red_2943;22845713;162262521;RND977555992;Кожаный чехол для iPhone 14 KZDOO Noble Collection, черный чехол для Айфон 14;'70;KZDOO;Продается;;27;'4.90;Показывается;;15.05.2023 11:58;Чехлы;Чехол для смартфона;'0.36;'0.1;11;0;5;0;0;5580.0;11990.0;;0%
Adapter_Blue_5992;42231522;714475558;RND991801801;Чехол для iPhone 14 KZDOO KEVLAR, коричневый кевларовый чехол для Айфон 14;'40;KZDOO;Готов к продаже;;0;'4.80;Показывается;;16.05.2023 10:23;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;4990.0;8000.0;;0%
Case_Blue_6505;41433365;109773129;1308081972814;Чехол для iPhone 14 KZDOO KEVLAR, фиолетовый кевларовый чехол для Айфон 14;'40;KZDOO;Продается;;0;'4.80;Показывается;;16.05.2023 10:23;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;0;0;0;9980.0;11990.0;;0%
Accessory_Blue_6571;29765750;976480582;1821245317924;Чехол для iPhone 14 KZDOO KEVLAR, черный кевларовый чехол для Айфон 14;'65;KZDOO;Продается;;8;'4.80;Показывается;;16.05.2023 10:23;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;0;0;0;10880.0;11990.0;;0%
Protector_White_9818;51868600;687765164;5800498867019;Чехол для iPhone 14 KZDOO KEVLAR, красный кевларовый чехол для Айфон 14;'40;KZDOO;Продается;;0;'4.80;Показывается;;16.05.2023 10:23;Чехлы;Чехол для смартфона;'0.36;'0.1;9;0;0;0;0;9980.0;11990.0;;0%
Glass_Red_3255;93665319;462678365;RND126841888;Ультратонкий чехол для iPhone 14 KZDOO Air Skin с защитой камер, зеленый супертонкий чехол для Айфон 14;'70;KZDOO;Продается;;27;'4.70;Показывается;;17.05.2023 13:01;Чехлы;Чехол для смартфона;'0.36;'0.1;13;0;10;0;0;2500.0;11990.0;;0%
Cover_White_6938;79544557;222472500;5126281703253;Ультратонкий чехол для iPhone 14 KZDOO Air Skin с защитой камер, розовый супертонкий чехол для Айфон 14;'70;KZDOO;Продается;;6;'4.70;Показывается;;17.05.2023 13:01;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;10;0;0;2500.0;11990.0;;0%
Accessory_Black_7840;32547367;764857343;6860224238692;Ультратонкий чехол для iPhone 14 KZDOO Air Skin с защитой камер, черный супертонкий чехол для Айфон 14;'70;KZDOO;Продается;;79;'4.70;Показывается;;17.05.2023 13:01;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;9;0;0;2580.0;11990.0;;0%
Cover_Black_3616;10862697;476898818;5979324594555;Ультратонкий чехол для iPhone 14 KZDOO Air Skin с защитой камер, красный супертонкий чехол для Айфон 14;'45;KZDOO;Готов к продаже;;3;'4.70;Показывается;;17.05.2023 13:01;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;1290.0;2990.0;;0%
Cable_Green_9267;86361625;492819647;RND322097031;Ультратонкий чехол для iPhone 14 KZDOO Air Skin с защитой камер, белый супертонкий чехол для Айфон 14;'70;KZDOO;Продается;;44;'4.70;Показывается;;17.05.2023 13:01;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;8;0;0;2580.0;11990.0;;0%
Glass_White_2875;83004570;977698023;5790543763088;Ультратонкий чехол для iPhone 14 KZDOO (K-DOO) Air Carbon с защитой камер, зеленый супертонкий чехол для Айфон 14;'45;KZDOO;Продается;;2;'5.00;Показывается;;17.05.2023 13:49;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;2596.0;11990.0;;0%
Case_Titanium_2602;57276749;782390281;RND816732556;Ультратонкий чехол KZDOO Air Skin для iPhone 14 Pro с защитой камер, фиолетовый супертонкий чехол для Айфон 14 Про;'77.5;KZDOO;Продается;;51;'4.90;Показывается;;17.05.2023 13:57;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;7;0;0;2700.0;11990.0;;0%
Accessory_Green_2816;28584672;338355043;8713446853214;Ультратонкий чехол для iPhone 14 Pro Max KZDOO Air Skin с защитой камер, фиолетовый супертонкий чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;47;'4.30;Показывается;;17.05.2023 14:10;Чехлы;Чехол для смартфона;'1.58;'0.3;4;0;9;0;0;2700.0;11990.0;;0%
Case_Black_5122;69319104;789758632;2861386788412;Чехол для iPhone 14 KZDOO Seashell, жемчужно-белый чехол для Айфон 14;'45;KZDOO;Готов к продаже;;4;'5.00;Показывается;;17.05.2023 15:27;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;2490.0;3790.0;;0%
Adapter_Green_3422;66812041;189063789;7592440328095;Чехол для iPhone 14 KZDOO Seashell, голубой чехол для Айфон 14;'70;KZDOO;Продается;;3;'5.00;Показывается;;17.05.2023 15:27;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;4000.0;11990.0;;0%
Glass_Titanium_7918;32104438;626158857;3727193964518;Чехол для Samsung Galaxy S23 ультратонкий KZDOO Air Carbon, черный супертонкий чехол для Самсунг Галакси S23;'75;KZDOO;Готов к продаже;;137;'4.90;Показывается;;22.05.2023 10:51;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;1450.0;2990.0;;0%
Cable_White_8592;71711794;862050053;9244861958326;Ультратонкий чехол для Samsung Galaxy S23 KZDOO Air Carbon, фиолетовый супертонкий чехол для Самсунг Галакси S23;'52.5;KZDOO;Продается;;24;'4.90;Показывается;;22.05.2023 10:51;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;2780.0;11990.0;;0%
Case_Titanium_5942;21211393;820199284;RND944028059;Ультратонкий чехол для Samsung Galaxy S23 KZDOO Air Carbon, синий супертонкий чехол для Самсунг Галакси S23;'77.5;KZDOO;Продается;;18;'4.90;Показывается;;22.05.2023 10:51;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;0;0;0;2780.0;11990.0;;0%
Protector_White_9833;49132311;120292591;RND947671739;Ультратонкий чехол для Samsung Galaxy S23 KZDOO Air Carbon, зеленый супертонкий чехол для Самсунг Галакси S23;'52.5;KZDOO;Готов к продаже;;70;'4.90;Показывается;;22.05.2023 10:51;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;2780.0;11990.0;;0%
Adapter_Clear_1693;48061680;135601389;7459577586021;Кожаный чехол для Samsung Galaxy S23 KZDOO Noble Collection, синий чехол для Самсунг Галкси S23;'77.5;KZDOO;Продается;;8;'5.00;Показывается;;22.05.2023 11:54;Чехлы;Чехол для смартфона;'0.36;'0.1;7;0;8;0;0;5500.0;11990.0;;0%
Case_Clear_2413;43309278;853376976;6422398553622;Кожаный чехол для Samsung Galaxy S23 KZDOO Noble Collection, фиолетовый чехол для Самсунг Галкси S23;'77.5;KZDOO;Продается;;9;'5.00;Показывается;;22.05.2023 11:54;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;5500.0;11990.0;;0%
Cable_Green_4325;19845946;469415184;RND484555881;Кожаный чехол для Samsung Galaxy S23 KZDOO Noble Collection, черный чехол для Самсунг Галкси S23;'65;KZDOO;Готов к продаже;;4;'5.00;Показывается;;22.05.2023 11:54;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;5500.0;11990.0;;0%
Adapter_Black_4513;86130223;265651270;8368857189692;Чехол для Samsung Galaxy S23 KZDOO KEVLAR, фиолетовый кевларовый чехол для Самсунг Галакси S23;'52.5;KZDOO;Готов к продаже;;0;'4.70;Показывается;;22.05.2023 12:36;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;5396.0;5990.0;;0%
Adapter_Clear_8284;58802258;693128561;2792947951996;Чехол для Samsung Galaxy S23 KZDOO KEVLAR, черный кевларовый чехол для Самсунг Галакси S23;'77.5;KZDOO;Продается;;17;'4.70;Показывается;;22.05.2023 12:36;Чехлы;Чехол для смартфона;'0.40;'0.1;2;0;10;0;0;9980.0;11990.0;;0%
Accessory_White_5238;83145157;890957083;6480886844132;Чехол для Samsung Galaxy S23 с Mag Safe Keephone Alloy, черный противоударный чехол для Самсунг Галакси S23;'87.5;KEEPHONE;Готов к продаже;;134;'4.80;Показывается;;22.05.2023 13:13;Чехлы;Чехол для смартфона;'0.39;'0.1;0;0;0;0;0;3090.0;3990.0;;0%
Battery_Red_4251;66866067;653515930;1494884023989;Чехол для iPhone 13 Pro Max с Mag Safe Keephone Mago Pro, синий противоударный чехол для Айфон 13 Про Макс;'52.5;KEEPHONE;Продается;;2;'5.00;Показывается;;26.05.2023 10:01;Чехлы;Чехол для смартфона;'0.39;'0.1;3;0;0;0;0;4780.0;11990.0;;0%
