Артикул;Ozon Product ID;SKU;Barcode;Название товара;Контент-рейтинг;Бренд;Статус товара;Метки;Отзывы;Рейтинг;Видимость на Ozon;Причины скрытия;Дата создания;Категория;Тип;Объем товара, л;Объемный вес, кг;Доступно к продаже по схеме FBO, шт.;Зарезервировано, шт;Доступно к продаже по схеме FBS, шт.;Доступно к продаже по схеме realFBS, шт.;Зарезервировано на моих складах, шт;Текущая цена с учетом скидки, ₽;Цена до скидки (перечеркнутая цена), ₽;Цена Premium, ₽;Размер НДС, %
Battery_Titanium_5397;39111310;976736296;1464015600427;Чехол для Samsung Galaxy S25 Ultra ультратонкий KZDOO Air Carbon с защитой камер, черный супертонкий чехол для Самсунг Галакси S25 Ультра;'70;KZDOO;Готов к продаже;;12;'4.10;Показывается;;23.03.2025 11:14;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;3380.0;11990.0;;0%
Cable_Clear_3616;20111536;621187847;6530281914525;Чехол для Samsung Galaxy S25 Ultra ультратонкий KZDOO Air Carbon с защитой камер, зеленый супертонкий чехол для Самсунг Галакси S25 Ультра;'70;KZDOO;Продается;;0;'4.10;Показывается;;23.03.2025 11:19;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;10;0;0;3380.0;11990.0;;0%
Protector_White_7052;58984033;232313405;3686204163040;Чехол для Samsung Galaxy S25 Ultra ультратонкий KZDOO Air Carbon с защитой камер, фиолетовый супертонкий чехол для Самсунг Галакси S25 Ультра;'70;KZDOO;Продается;;1;'4.10;Показывается;;23.03.2025 11:22;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;10;0;0;3380.0;11990.0;;0%
Accessory_White_3774;37879281;212890294;RND970788579;Чехол для Samsung Galaxy S25 Ultra ультратонкий KZDOO Air Carbon с защитой камер, синий супертонкий чехол для Самсунг Галакси S25 Ультра;'70;KZDOO;Продается;;0;'4.10;Показывается;;23.03.2025 11:59;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;10;0;0;3380.0;11990.0;;0%
Case_Red_7393;29719518;461046866;RND191765581;Чехол для Samsung Galaxy S25 Ultra ультратонкий KZDOO Air Carbon с защитой камер, Desert Titanium супертонкий чехол для Самсунг Галакси S25 Ультра;'65;KZDOO;Продается;;0;'4.10;Показывается;;23.03.2025 12:12;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;0;0;0;3380.0;11990.0;;0%
Cable_White_3857;33958566;540575265;2605326323202;Чехол для Samsung Galaxy S25 Ultra ультратонкий KZDOO Air Carbon с защитой камер, титанового цвета супертонкий чехол для Самсунг Галакси S25 Ультра;'70;KZDOO;Продается;;1;'4.10;Показывается;;23.03.2025 12:20;Чехлы;Чехол для смартфона;'0.36;'0.1;38;0;0;0;0;3380.0;11990.0;;0%
Cable_Red_3170;58157506;883469931;8532731604731;Чехол для Samsung Galaxy S25 KZDOO Q Series с защитой камер, черный тонкий силиконовый чехол для Самсунг Галакси S25;'45;KZDOO;Продается;;8;'4.90;Показывается;;23.03.2025 12:25;Чехлы;Чехол для смартфона;'0.36;'0.1;10;1;0;0;0;3100.0;11990.0;;0%
Battery_Black_6791;45369009;307772722;8559507663850;Чехол для Samsung Galaxy S25+ KZDOO Q Series с защитой камер, черный тонкий силиконовый чехол для Самсунг Галакси S25 Плюс (S25 Plus);'45;KZDOO;Продается;;2;'2.30;Показывается;;23.03.2025 12:31;Чехлы;Чехол для смартфона;'0.36;'0.1;42;0;0;0;0;3100.0;11990.0;;0%
Cable_Red_8674;94897949;298150453;RND867895635;Чехол для Samsung Galaxy S25 Ultra KZDOO Q Series с защитой камер, черный тонкий силиконовый чехол для Самсунг Галакси S25 Ультра;'45;KZDOO;Продается;;7;'5.00;Показывается;;23.03.2025 12:36;Чехлы;Чехол для смартфона;'0.36;'0.1;62;0;10;0;0;3100.0;11990.0;;0%
Accessory_Red_8672;57397896;947924161;RND177954569;Чехол для Samsung Galaxy S25 KZDOO Guardian, прозрачный противоударный чехол для Самсунг Галакси S25;'70;KZDOO;Продается;;1;'4.60;Показывается;;24.03.2025 9:55;Чехлы;Чехол для смартфона;'0.36;'0.1;8;0;0;0;0;4500.0;11990.0;;0%
Adapter_Green_9285;80841909;987665131;RND892550802;Чехол для Samsung Galaxy S25 Plus KZDOO Guardian, прозрачный противоударный чехол для Самсунг Галакси S25 Плюс;'45;KZDOO;Продается;;2;'4.60;Показывается;;24.03.2025 10:01;Чехлы;Чехол для смартфона;'0.36;'0.1;16;0;10;0;0;4500.0;11990.0;;0%
Accessory_Clear_2058;29130417;641538100;2145243343716;Чехол для Samsung Galaxy S25 Ultra KZDOO Guardian, прозрачный противоударный чехол для Самсунг Галакси S25 Ультра;'45;KZDOO;Продается;;2;'4.60;Показывается;;24.03.2025 10:06;Чехлы;Чехол для смартфона;'0.36;'0.1;21;0;0;0;0;4500.0;11990.0;;0%
Accessory_Red_7844;17290371;255798307;8419325823218;Чехол для Samsung S25 с MagSafe KZDOO Iceguard, прозрачный противоударный чехол для Самунг S25;'65;KZDOO;Продается;;0;'0.00;Показывается;;24.03.2025 10:20;Чехлы;Чехол для смартфона;'0.36;'0.1;15;0;0;0;0;5580.0;11990.0;;0%
Protector_Titanium_7348;46286266;334953131;RND768736780;Чехол для Samsung S25+ с MagSafe KZDOO Iceguard, прозрачный противоударный чехол для Самунг S25 Плюс (S25 Plus);'65;KZDOO;Продается;;0;'0.00;Показывается;;24.03.2025 10:29;Чехлы;Чехол для смартфона;'0.36;'0.1;15;0;0;0;0;5580.0;11990.0;;0%
Accessory_Black_4917;96333080;277831169;RND729641187;Чехол для Samsung S25 Ultra с MagSafe KZDOO Iceguard, прозрачный противоударный чехол для Самунг S25 Ультра;'70;KZDOO;Продается;;0;'5.00;Показывается;;24.03.2025 10:44;Чехлы;Чехол для смартфона;'0.36;'0.1;20;0;10;0;0;5580.0;11990.0;;0%
Adapter_Clear_5659;79212476;421691419;2447487735180;Чехол для Samsung S25 с MagSafe KZDOO Iceguard, черный противоударный чехол для Самунг S25;'65;KZDOO;Продается;;0;'0.00;Показывается;;24.03.2025 11:14;Чехлы;Чехол для смартфона;'0.36;'0.1;14;0;10;0;0;5580.0;11990.0;;0%
Cable_Red_9587;75159334;964905522;8836688239040;Чехол для Samsung S25+ с MagSafe KZDOO Iceguard, черный противоударный чехол для Самунг S25 Плюс (S25 Plus);'65;KZDOO;Продается;;0;'0.00;Показывается;;24.03.2025 11:15;Чехлы;Чехол для смартфона;'0.36;'0.1;15;0;0;0;0;5580.0;11990.0;;0%
Glass_Pink_5962;61221234;896272701;RND746949901;Чехол для Samsung S25 Ultra с MagSafe KZDOO Iceguard, черный противоударный чехол для Самунг S25 Ультра;'65;KZDOO;Продается;;1;'5.00;Показывается;;24.03.2025 11:16;Чехлы;Чехол для смартфона;'0.36;'0.1;19;0;10;0;0;5580.0;11990.0;;0%
Case_Pink_3739;74527412;266945662;RND117412359;Кожаный чехол для Samsung Galaxy S25 KZDOO Noble Collection, черный чехол для Самсунг Галкси S25;'70;KZDOO;Продается;;18;'4.70;Показывается;;24.03.2025 11:23;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;1;0;0;6380.0;11990.0;;0%
Cable_Black_5342;39042433;560358264;5637377361143;Кожаный чехол для Samsung Galaxy S25 KZDOO Noble Collection, белый чехол для Самсунг Галкси S25;'57.5;KZDOO;Продается;;0;'4.70;Показывается;;24.03.2025 11:26;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;10;0;0;6580.0;11990.0;;0%
Cover_Blue_6483;34837614;609480880;RND586039717;Кожаный чехол для Samsung Galaxy S25 KZDOO Noble Collection, красный чехол для Самсунг Галкси S25;'82.5;KZDOO;Продается;;2;'4.70;Показывается;;24.03.2025 11:36;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;10;0;1;6580.0;11990.0;;0%
Cable_Red_1613;22458409;287515538;7118379661729;Кожаный чехол для Samsung Galaxy S25 KZDOO Noble Collection, розовый чехол для Самсунг Галкси S25;'57.5;KZDOO;Продается;;0;'4.70;Показывается;;24.03.2025 11:38;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;0;0;0;6580.0;11990.0;;0%
Cover_Purple_1724;24795547;766735381;3041893604055;Кожаный чехол для Samsung Galaxy S25 KZDOO Noble Collection, синий чехол для Самсунг Галкси S25;'57.5;KZDOO;Продается;;8;'4.70;Показывается;;24.03.2025 11:40;Чехлы;Чехол для смартфона;'0.36;'0.1;12;0;3;0;0;6580.0;11990.0;;0%
Battery_Purple_7349;53035477;146058446;4308596871151;Кожаный чехол для Samsung Galaxy S25 KZDOO Noble Collection, зеленый чехол для Самсунг Галкси S25;'82.5;KZDOO;Продается;;4;'4.70;Показывается;;24.03.2025 12:57;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;10;0;0;6580.0;11990.0;;0%
Cover_Titanium_5767;22290595;999195015;RND142918674;Кожаный чехол для Samsung Galaxy S25 KZDOO Noble Collection, титанового цвета чехол для Самсунг Галкси S25;'57.5;KZDOO;Продается;;9;'4.70;Показывается;;24.03.2025 12:59;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;10;0;0;6580.0;11990.0;;0%
Adapter_White_3294;80204480;516753720;4106200237144;Кожаный чехол для Samsung Galaxy S25 KZDOO Noble Collection, светло-розовый чехол для Самсунг Галкси S25;'70;KZDOO;Продается;;0;'4.70;Показывается;;24.03.2025 13:02;Чехлы;Чехол для смартфона;'0.36;'0.1;9;0;0;0;0;6580.0;11990.0;;0%
Accessory_Green_4427;63046938;368901948;9317435976537;Кожаный чехол для Samsung Galaxy S25+ KZDOO Noble Collection, черный чехол для Самсунг Галкси S25 Плюс (S25 Plus);'82.5;KZDOO;Готов к продаже;;2;'4.60;Показывается;;24.03.2025 13:04;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;6580.0;11990.0;;0%
Case_Green_7855;13258542;860733251;7486014645665;Кожаный чехол для Samsung Galaxy S25+ KZDOO Noble Collection, белый чехол для Самсунг Галкси S25 Плюс (S25 Plus);'82.5;KZDOO;Готов к продаже;;0;'4.60;Показывается;;24.03.2025 13:06;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;6580.0;11990.0;;0%
Protector_Pink_7528;28395383;486983506;RND816560926;Кожаный чехол для Samsung Galaxy S25+ KZDOO Noble Collection, красный чехол для Самсунг Галкси S25 Плюс (S25 Plus);'82.5;KZDOO;Продается;;1;'4.60;Показывается;;24.03.2025 13:08;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;10;0;0;6580.0;11990.0;;0%
Protector_White_2950;25428477;503922876;RND709629063;Кожаный чехол для Samsung Galaxy S25+ KZDOO Noble Collection, розовый чехол для Самсунг Галкси S25 Плюс (S25 Plus);'82.5;KZDOO;Продается;;0;'4.60;Показывается;;24.03.2025 13:11;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;6580.0;11990.0;;0%
Cover_Red_6090;25301780;825062904;RND234422553;Кожаный чехол для Samsung Galaxy S25+ KZDOO Noble Collection, синий чехол для Самсунг Галкси S25 Плюс (S25 Plus);'82.5;KZDOO;Готов к продаже;;0;'4.60;Показывается;;24.03.2025 13:13;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;3290.0;4990.0;;0%
Accessory_Blue_6573;56748017;774864899;RND532352918;Кожаный чехол для Samsung Galaxy S25+ KZDOO Noble Collection, зеленый чехол для Самсунг Галкси S25 Плюс (S25 Plus);'82.5;KZDOO;Продается;;1;'4.60;Показывается;;24.03.2025 13:16;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;10;0;0;6580.0;11990.0;;0%
Protector_Green_3251;58073323;544252195;RND343984570;Кожаный чехол для Samsung Galaxy S25+ KZDOO Noble Collection, титанового цвета чехол для Самсунг Галкси S25 Плюс (S25 Plus);'82.5;KZDOO;Продается;;4;'4.60;Показывается;;24.03.2025 13:19;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;10;0;0;6580.0;11990.0;;0%
Cable_Pink_6495;40130399;335750322;RND351449542;Кожаный чехол для Samsung Galaxy S25+ KZDOO Noble Collection, светло-розовый чехол для Самсунг Галкси S25 Плюс (S25 Plus);'77.5;KZDOO;Продается;;1;'4.60;Показывается;;24.03.2025 13:21;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;10;0;0;6580.0;11990.0;;0%
Protector_Clear_2037;56525049;181635040;RND810862835;Кожаный чехол для Samsung Galaxy S25 Ultra KZDOO Noble Collection, черный чехол для Самсунг Галкси S25 Ультра;'57.5;KZDOO;Продается;;17;'4.50;Показывается;;24.03.2025 13:38;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;6580.0;11990.0;;0%
Glass_Titanium_9231;37712266;458427083;4092246299968;Кожаный чехол для Samsung Galaxy S25 Ultra KZDOO Noble Collection, белый чехол для Самсунг Галкси S25 Ультра;'82.5;KZDOO;Продается;;8;'4.50;Показывается;;24.03.2025 13:41;Чехлы;Чехол для смартфона;'0.36;'0.1;10;0;10;0;0;6580.0;11990.0;;0%
Accessory_Red_8404;71066982;628038972;RND223915950;Кожаный чехол для Samsung Galaxy S25 Ultra KZDOO Noble Collection, красный чехол для Самсунг Галкси S25 Ультра;'57.5;KZDOO;Продается;;3;'4.50;Показывается;;24.03.2025 13:43;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;6580.0;11990.0;;0%
